"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"The effect of converter control method to characteristics of traction drive","R. Doleček; Z. Němec; O. Černý; J. Novák","Department of Software Engineering, University of Szeged Hungary; Department of Software Engineering, University of Szeged Hungary; USA Computer Science Department, College of William and Mary; Department of Software Engineering, University of Szeged Hungary","2010 12th Biennial Baltic Electronics Conference","11 Nov 2010","2010","","","285","288","The paper brings torque, power and efficiency analyses of the traction drive with permanent magnet synchronous motor (PMSM) during flux weakening operation. There is one way to weak flux of rotor permanent magnets - armature reaction caused by negative flux producing current component. On the other hand, the flux producing current component increases total RMS value of stator current. This effect has influence on losses and efficiency of PMSM. The paper investigates power, efficiency, torque and current characteristics in various operation points of PMSM drive.","2382-820X","978-1-4244-7356-4","10.1109/BEC.2010.5630880","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5630880","","Traction motors;Torque;Stator windings;Converters;Permanent magnet motors;Resistance","permanent magnet motors;power convertors;synchronous motor drives;traction motor drives","converter control method;traction drive;permanent magnet synchronous motor;PMSM;rotor permanent magnets - armature reaction;RMS","","","","41","IEEE","11 Nov 2010","","","IEEE","IEEE Conferences"
"SOC design for wireless communications","Z. Stamenković","IHP Innovations for High Performance microelectronics, Frankfurt, Germany","2010 12th Biennial Baltic Electronics Conference","11 Nov 2010","2010","","","25","32","The paper emphasizes methods, architectures and components for system-on-chip design. It describes the basic knowledge and skills for designing high-performance low-power embedded devices whose complexity increases exponentially, as so does the effort of designing them. Relying upon an appropriate design methodology which concentrates on reuse, executable specifications, and early error detection, these complexities can be mastered. The paper bundles these topics in order to provide a good understanding of all problems involved. It shows how to go from description and verification to implementation and testing presenting two systems-on-chip for two different wireless applications based on configurable processors and custom hardware accelerators.","2382-820X","978-1-4244-7356-4","10.1109/BEC.2010.5630885","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5630885","","Program processors;Hardware;Random access memory;System-on-a-chip;Generators;Wireless communication;Layout","error detection;low-power electronics;system-on-chip","SOC design;wireless communications;system-on-chip design;high-performance low-power embedded devices;executable specifications;error detection;configurable processors;hardware accelerators","","","","27","IEEE","11 Nov 2010","","","IEEE","IEEE Conferences"
"Web applications design evolution with UWA","M. L. Bernardi; M. Cimitile; D. Distante; F. Mazzone","RCOST-Department of Engineering, University of Sannio, Italy; Faculty of Economics, United ma Sapienza University, Italy; Faculty of Economics, United ma Sapienza University, Italy; RCOST-Department of Engineering, University of Sannio, Italy","2010 12th IEEE International Symposium on Web Systems Evolution (WSE)","9 Nov 2010","2010","","","3","12","This paper presents a semi-automatic approach to Web applications design evolution which leverages the Ubiquitous Web Applications (UWA) design framework, a methodology and a set of models and tools for the user-centered design of multi-channels and context-aware Web applications. The approach is based on a two-step redesign process: first a semi-automatic reverse modeling phase analyzes the html pages of the application front-end to abstract a model of the “as-is” design, according to the UWA formalism; second, a forward design phase starts from the recovered models and the (new) requirements available for the application to identify lacks and opportunities of improvements in the “as-is” design and produce the “to-be” version of it. The reverse modeling phase applies clustering and clone detection techniques and is supported by an Eclipse IDE environment. The forward design phase is supported by a set of UWA modeling tools which are built on top of the Eclipse Graphical Editing Framework (GEF) and of the Eclipse Graphical Modeling Framework (GMF) and that allow developers to evolve the recovered models. The results from a concrete case study to assess the validity of the redesign approach are also presented and discussed.","1550-4441","978-1-4244-8637-3","10.1109/WSE.2010.5623570","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5623570","Web application redesign;Web systems evolution;UWA;clustering;clone detection;Eclipse;GEF;GMF","Analytical models;Navigation;HTML;Unified modeling language;Reverse engineering;Adaptation model;Context modeling","computer graphics;human computer interaction;hypermedia markup languages;pattern clustering;reverse engineering;ubiquitous computing;Web design","Web application design evolution;UWA;ubiquitous Web application;user-centered design;context-aware Web application;two-step redesign process;semiautomatic reverse modeling phase;html page;forward design phase;clustering technique;clone detection;eclipse IDE environment;eclipse graphical editing framework;eclipse graphical modeling framework","","4","","21","IEEE","9 Nov 2010","","","IEEE","IEEE Conferences"
"Understanding the aspects from various perspectives in aspects-oriented software reverse engineering","P. Zhang; Y. Su","Electronic Technology Dept., Engineering College of Armed Police Force, Xi'an, P.R.China; Electronic Technology Dept., Engineering College of Armed Police Force, Xi'an, P.R.China","2010 International Conference on Computer Application and System Modeling (ICCASM 2010)","4 Nov 2010","2010","11","","V11-311","V11-314","To solve the identification and comprehension problem of crosscutting concerns in existing legacy software system, a framework of aspects-oriented software reverse engineering was proposed. An approach on re-modularizing traversal features of legacy system was presented, which based on various Unified Modeling Language (UML) diagrams. While modeling crosscutting concerns in UML use case diagrams, the non-functional requirements that affect several use case modules can be enveloped into aspects modules with stereotype mechanism. The recurring message transmission patterns can be re-modularized as aspects in UML sequence diagrams with UML collaborations. Standard UML activity diagram notations were extended and modified by nodes fusion and addition, which support the graphical composition operation between crosscutting behaviors and primary business rules of concurrent system. The case study indicates traversal features of software system can be extracted and re-modularized from various perspectives in aspects-oriented reverse engineering, which improves the comprehensibility and maintainability of legacy system.","2161-9077","978-1-4244-7237-6","10.1109/ICCASM.2010.5623200","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5623200","Crosscutting Concerns;Aspects Mining;Reverse Engineering;Aspect Oriented Programming (AOP);Unified Modeling Language (UML)","Unified modeling language;Reverse engineering;Data mining;Vehicles;Software systems;Programming","aspect-oriented programming;concurrency control;reverse engineering;software maintenance;Unified Modeling Language","aspects-oriented software reverse engineering;crosscutting concern;legacy software system;case diagrams;Unified Modeling Language sequence diagrams;UML collaborations;UML activity diagram notations;nodes fusion;graphical composition operation;concurrent system;legacy system comprehensibility;legacy system maintainability","","1","","6","IEEE","4 Nov 2010","","","IEEE","IEEE Conferences"
"The SQALE Analysis Model: An Analysis Model Compliant with the Representation Condition for Assessing the Quality of Software Source Code","J. -L. Letouzey; T. Coq","DNV IT Global Services, Arcueil, France; DNV IT Global Services, Arcueil, France","2010 Second International Conference on Advances in System Testing and Validation Lifecycle","1 Nov 2010","2010","","","43","48","This paper presents the analysis model of the assessment method of software source code SQALE (Software Quality Assessment Based on Lifecycle Expectations). We explain what brought us to develop consolidation rules based in remediation indices. We describe how the analysis model can be implemented in practice.","","978-1-4244-7784-5","10.1109/VALID.2010.31","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5617180","quality;source code;quality model;analysis model;SQAL","Software;Indexes;Analytical models;Aggregates;Software measurement;Object oriented modeling;Computational modeling","software quality","SQALE analysis model;analysis model compliant;assessment method;software source code SQALE;software quality assessment based on lifecycle expectation;consolidation rule;remediation index","","28","","10","IEEE","1 Nov 2010","","","IEEE","IEEE Conferences"
"Homology Detection Based on Abstract Syntax Tree Combined Simple Semantics Analysis","S. Wu; Y. Hao; X. Gao; B. Cui; C. Bian","China Information Technology Security Evaluation Center, Beijing, China; China Information Technology Security Evaluation Center, Beijing, China; China Information Technology Security Evaluation Center, Beijing, China; School of Computer Science and Technology, Beijing University of Posts and Telecommunications, Beijing, China; School of Computer Science and Technology, Beijing University of Posts and Telecommunications, China","2010 IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology","1 Nov 2010","2010","3","","410","414","Nowadays, the research of software homology detection is more and more important in the flourishing software market. Most of the existing detection tools are based on text structure but ignore the syntax framework structure of program codes. A few tools based on syntax structure do not consider detection on semantics level, which can be avoided by some plagiarism. The comparison system put forward in this paper combines comparison methods based on abstract syntax tree and simple semantics, such that being able to detect the homology software more accurately and comprehensively. It not only analyses the syntax structure of program codes, but also researches some simple semantics changes to achieve detection on both syntax and semantics level. Based on these, a homology detection system Code Compare is developed. Compared with other detection tools, Code Compare is capable of recognizing more code plagiarism types, thus can detect homology software more effectively.","","978-1-4244-8482-9","10.1109/WI-IAT.2010.100","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5614410","homologous software;abstract syntax tree;simple semantics;CodeCompare","Syntactics;Semantics;Plagiarism;Cloning;Software;Algorithm design and analysis;Databases","computer crime;program diagnostics;programming language semantics","abstract syntax tree;semantics analysis;software market;program codes;software homology detection;code compare;code plagiarism","","1","","16","IEEE","1 Nov 2010","","","IEEE","IEEE Conferences"
"MAGISTER: Quality assurance of Magic applications for software developers and end users","C. Nagy; L. Vidács; R. Ferenc; T. Gyimóthy; F. Kocsis; I. Kovács","University of Szeged, Hungary; University of Szeged, Hungary; University of Szeged, Hungary; University of Szeged, Hungary; SZEGED Software Zrt., Hungary; SZEGED Software Zrt., Hungary","2010 IEEE International Conference on Software Maintenance","25 Oct 2010","2010","","","1","6","Nowadays there are many tools and methods available for source code quality assurance based on static analysis, but most of these tools focus on traditional software development techniques with 3GL languages. Besides procedural languages, 4GL programming languages such as Magic 4GL and Progress are widely used for application development. All these languages lie outside the main scope of analysis techniques. In this paper we present MAGISTER, which is a quality assurance framework for applications being developed in Magic, a 4GL application development solution created by Magic Software Enterprises. MAGISTER extracts data using static analysis methods from applications being developed in different versions of Magic (v5-9 and uniPaaS). The extracted data (including metrics, rule violations and dependency relations) is presented to the user via a GUI so it can be queried and visualized for further analysis. It helps software developers, architects and managers through the full development cycle by performing continuous code scans and measurements.","1063-6773","978-1-4244-8629-8","10.1109/ICSM.2010.5609550","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5609550","Magic 4GL;Reverse Engineering;Quality Assurance;Metrics;Static Analysis","Measurement;Electronic mail;Encoding;Complexity theory;Software;Quality assurance","graphical user interfaces;program diagnostics;software quality","MAGISTER;quality assurance;Magic application;static analysis;4GL application development;v5-9;uniPaaS;GUI","","7","","8","IEEE","25 Oct 2010","","","IEEE","IEEE Conferences"
"Empirical software evolvability - code smells and human evaluations","M. V. Mäntylä","Department of Computer Science, Aalto University, Aalto, Finland","2010 IEEE International Conference on Software Maintenance","25 Oct 2010","2010","","","1","6","Low software evolvability may increase costs of software development for over 30%. In practice, human evaluations and discoveries of software evolvability dictate the actions taken to improve the software evolvability, but the human side has often been ignored in prior research. This dissertation synopsis proposes a new group of code smells called the solution approach, which is based on a study of 563 evolvability issues found in industrial and student code reviews. Solution approach issues require re-thinking of the existing implementation rather than just reorganizing the code through refactoring. This work also contributes to the body of knowledge about software quality assurance practices by confirming that 75% of defects found in code reviews affect software evolvability rather than functionality. We also found evidence indicating that context-specific demographics, i.e., role in organization and code ownership, affect evolvability evaluations, but general demographics, i.e., work experience and education, do not.","1063-6773","978-1-4244-8629-8","10.1109/ICSM.2010.5609545","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5609545","Doctoral dissertation synopsis;code smells;empirical study;code review;human evaluation;software maintainability","Book reviews;Silicon;Software;Humans","program diagnostics;software performance evaluation;software prototyping;software quality","empirical software evolvability;code smells;human evaluations;software development;refactoring;software quality assurance","","2","","19","IEEE","25 Oct 2010","","","IEEE","IEEE Conferences"
"Automatic checking of license compliance","H. Zhang; Bei Shi; Lu Zhang","School of Software, Tsinghua University, Beijing, China; School of Software, Tsinghua University, Beijing, China; Key Laboratory of High Confidence Software Technologies, Peking University, Beijing, China","2010 IEEE International Conference on Software Maintenance","25 Oct 2010","2010","","","1","3","Open source software facilitates software reuse as developers can learn from code in existing open source projects. However, license compliance is an important legal issue that should be taken into consideration during open source based software reuse. Ignorance or carelessness could result in huge financial losses. In this paper, we present LChecker, a tool we developed for automatic checking of license compliance. LChecker utilizes Google Code Search service to check whether a local file exists in an OSS project and whether the licenses are compatible. The initial experimental results show that our tool is effective in detecting license compliance problems1.","1063-6773","978-1-4244-8629-8","10.1109/ICSM.2010.5609557","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5609557","license compliance;open source software;code search","","public domain software;software reusability","automatic checking;license compliance;open source software;software reuse;LChecker;Google code search service","","3","1","8","IEEE","25 Oct 2010","","","IEEE","IEEE Conferences"
"Using clone detection to identify bugs in concurrent software","K. Jalbert; J. S. Bradbury","Software Quality Research Group, Faculty of Science Computer Science, University of Ontario Institute of Technology (UOIT), Oshawa, ONT, Canada; Software Quality Research Group, Faculty of Science Computer Science, University of Ontario Institute of Technology (UOIT), Oshawa, ONT, Canada","2010 IEEE International Conference on Software Maintenance","25 Oct 2010","2010","","","1","5","In this paper we propose an active testing approach that uses clone detection and rule evaluation as the foundation for detecting bug patterns in concurrent software. If we can identify a bug pattern as being present then we can localize our testing effort to the exploration of interleavings relevant to the potential bug. Furthermore, if the potential bug is indeed a real bug, then targeting specific thread interleavings instead of examining all possible executions can increase the probability of the bug being detected sooner.","1063-6773","978-1-4244-8629-8","10.1109/ICSM.2010.5609529","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5609529","active testing;bug patterns;clone detection;concurrency;fault localization;testing;static analysis","Computer bugs;Cloning;Concurrent computing;Testing;Pattern matching;Software;System recovery","concurrency control;program debugging;program testing","clone detection;concurrent software;active testing approach;rule evaluation;bug patterns detection","","2","1","15","IEEE","25 Oct 2010","","","IEEE","IEEE Conferences"
"A Tree Kernel based approach for clone detection","A. Corazza; S. Di Martino; V. Maggio; G. Scanniello","Dipartimento di Scienze Fisiche, Sezione Informatica University of Naples Federico II, Italy; Dipartimento di Scienze Fisiche, Sezione Informatica University of Naples Federico II, Italy; Dipartimento di Scienze Fisiche, Sezione Informatica University of Naples Federico II, Italy; Università della Basilicata, Potenza, Italy","2010 IEEE International Conference on Software Maintenance","25 Oct 2010","2010","","","1","5","Reusing software by copying and pasting is a common practice in software development. This phenomenon is widely known as code cloning. Problems with clones are mainly due to the need of managing each duplication, thus increasing the effort to maintain software systems. Clone detection approaches generally take into account either the syntactic structure (e.g., Abstract Syntax Tree) or lexical elements (e.g., the signature of a function). In this paper we propose an approach to detect code clones, based on syntactic information enriched by lexical elements. To this end, we have defined a Tree Kernel function to compare Abstract Syntax Trees. A preliminary investigation has been also conducted to assess the validity of the proposed approach.","1063-6773","978-1-4244-8629-8","10.1109/ICSM.2010.5609715","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5609715","Clone Detection;Program Comprehension;Software Maintenance;Tree Kernels","Cloning;Kernel;Software systems;Syntactics;Java;Context","reverse engineering;software maintenance;software reusability","tree kernel function;clone detection;software reuse;software development;code cloning;software maintenance;syntactic structure;abstract syntax tree;lexical element;syntactic information;program comprehension","","13","","25","IEEE","25 Oct 2010","","","IEEE","IEEE Conferences"
"Index-based code clone detection: incremental, distributed, scalable","B. Hummel; E. Juergens; L. Heinemann; M. Conradt","Technische Universität München, Germany; Technische Universität München, Germany; Technische Universität München, Germany; Google Germany GmbH, Germany","2010 IEEE International Conference on Software Maintenance","25 Oct 2010","2010","","","1","9","Although numerous different clone detection approaches have been proposed to date, not a single one is both incremental and scalable to very large code bases. They thus cannot provide real-time cloning information for clone management of very large systems. We present a novel, index-based clone detection algorithm for type 1 and 2 clones that is both incremental and scalable. It enables a new generation of clone management tools that provide real-time cloning information for very large software. We report on several case studies that show both its suitability for real-time clone detection and its scalability: on 42 MLOC of Eclipse code, average time to retrieve all clones for a file was below 1 second; on 100 machines, detection of all clones in 73 MLOC was completed in 36 minutes.","1063-6773","978-1-4244-8629-8","10.1109/ICSM.2010.5609665","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5609665","","Cloning;Indexes;Scalability;Software;Maintenance engineering;Real time systems;Detection algorithms","software maintenance","index-based code clone detection;clone management tool;42 MLOC;Eclipse code","","74","1","43","IEEE","25 Oct 2010","","","IEEE","IEEE Conferences"
"Template-based reconstruction of complex refactorings","K. Prete; N. Rachatasumrit; N. Sudan; M. Kim","Electrical and Computer Engineering, University of Texas, Austin, USA; Electrical and Computer Engineering, University of Texas, Austin, USA; Electrical and Computer Engineering, University of Texas, Austin, USA; Electrical and Computer Engineering, University of Texas, Austin, USA","2010 IEEE International Conference on Software Maintenance","25 Oct 2010","2010","","","1","10","Knowing which types of refactoring occurred between two program versions can help programmers better understand code changes. Our survey of refactoring identification techniques found that existing techniques cannot easily identify complex refactorings, such as an replace conditional with polymorphism refactoring, which consist of a set of atomic refactorings. This paper presents REF-FINDER that identifies complex refactorings between two program versions using a template-based refactoring reconstruction approach - REF-FINDER expresses each refactoring type in terms of template logic rules and uses a logic programming engine to infer concrete refactoring instances. It currently supports sixty three refactoring types from Fowler's catalog, showing the most comprehensive coverage among existing techniques. The evaluation using code examples from Fowler's catalog and open source project histories shows that REF-FINDER identifies refactorings with an overall precision of 0.79 and recall of 0.95.","1063-6773","978-1-4244-8629-8","10.1109/ICSM.2010.5609577","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5609577","","Concrete;Databases;Catalogs;Cloning;Feature extraction;Software;Algorithm design and analysis","logic programming;software maintenance","complex refactorings;refactoring identification techniques;polymorphism refactoring;atomic refactorings;REF-FINDER;template-based refactoring reconstruction approach;template logic rules;logic programming engine;Fowler catalog","","118","","33","IEEE","25 Oct 2010","","","IEEE","IEEE Conferences"
"The network platform based on Struts2 + JPA + Spring framework","HaiLan Pan; Jian Chen; CuiHong Wu","School of Computer and Information, Shanghai Second Polytechnic University, Shanghai, China; School of Computer and Information, Shanghai Second Polytechnic University, Shanghai, China; School of Computer and Information, Shanghai Second Polytechnic University, Shanghai, China","2010 International Conference on Educational and Information Technology","25 Oct 2010","2010","1","","V1-69","V1-71","This paper discusses how to set up three-tier model based on lightweight framework Struts2, JPA and Spring in web application development. At first the article gives an example of some enterprise B2C website, and details site features and the architecture of the entire site, which uses Struts2 framework as the presentation layer, Spring framework as the control layer, JPA framework as the persistence layer to complete the Object-Relational Mapping (ORM) and related business logic. Then the paper describes the solution of several key technology involved the development process, and finally summaries advantages of this hierarchical model for developing web application, which can simplifying the development process, reuse logic code and so on.","","978-1-4244-8035-7","10.1109/ICEIT.2010.5607784","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5607784","business pattern;scalability;hierarchical model;International;E-commerce site","Rail to rail inputs;Browsers;Business;Databases","electronic commerce;Internet;object-oriented methods","Network Platform;Struts2 framework;three-tier model;web application development;B2C website;JPA framework;Spring framework;object relational mapping;ORM;business logic;internet","","1","","7","IEEE","25 Oct 2010","","","IEEE","IEEE Conferences"
"Modeling clones evolution in open source systems through chaos theory","D. M. Shawky; A. F. Ali","Engineering Mathematics Department Faculty of Engineering, Cairo University, Giza, Egypt; Biomedical Engineering Department, Faculty of Engineering, Helwan University, Helwan, Egypt","2010 2nd International Conference on Software Technology and Engineering","25 Oct 2010","2010","1","","V1-159","V1-164","A code clone is a code fragment that is identical or similar to another according to a certain similarity definition. Usually, it is a result of certain programmer's practices. Unjustified cloned codes can cause an increase in maintenance effort. In addition, they are -sometimes-a sign of poor design. This paper presents an approach for modeling clones evolution in open source systems. It adapts chaos theory for predicting clones in new versions of a software system. The number of clones in each version is identified and analyzed as a time series data. The existence of chaos is tested through the calculation of Lyapunov exponent and correlation dimension. Experimental results show that clones evolution in open source systems is a chaotic process. Thus, prediction in new versions can be done with high prediction accuracy using chaos theory.","","978-1-4244-8666-3","10.1109/ICSTE.2010.5608893","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5608893","chaos theory;clones evolution;clones detection","Cloning;Chaos;Time series analysis;Correlation;Mutual information;Software;Delay","chaos;correlation methods;Lyapunov methods;public domain software;software engineering;source coding","modeling clones evolution;open source systems;chaos theory;code clone;code fragment;Lyapunov exponent;correlation dimension","","5","","36","IEEE","25 Oct 2010","","","IEEE","IEEE Conferences"
"Language-Independent Clone Detection Applied to Plagiarism Detection","R. Brixtel; M. Fontaine; B. Lesner; C. Bazin; R. Robbes","GREYC-CNRS UMR-6072, University of Caen Basse-Normandie, Caen, France; GREYC-CNRS UMR-6072, University of Caen Basse-Normandie, Caen, France; GREYC-CNRS UMR-6072, University of Caen Basse-Normandie, Caen, France; GREYC-CNRS UMR-6072, University of Caen Basse-Normandie, Caen, France; DCC, University of Chile, Santiago, Chile","2010 10th IEEE Working Conference on Source Code Analysis and Manipulation","14 Oct 2010","2010","","","77","86","Clone detection is usually applied in the context of detecting small-to medium scale fragments of duplicated code in large software systems. In this paper, we address the problem of clone detection applied to plagiarism detection in the context of source code assignments done by computer science students. Plagiarism detection comes with a distinct set of constraints to usual clone detection approaches, which influenced the design of the approach we present in this paper. For instance, the source code can be heavily changed at a superficial level (in an attempt to look genuine), yet be functionally very similar. Since assignments turned in by computer science students can be in a variety of languages, we work at the syntactic level and do not consider the source-code semantics. Consequently, the approach we propose is endogenous and makes no assumption about the programming language being analysed. It is based on an alignment method using the parallel principle at local resolution (character level) to compute similarities between documents. We tested our framework on hundreds of real source files, involving a wide array of programming languages (Java, C, Python, PHP, Haskell, bash). Our approach allowed us to discover previously undetected frauds, and to empirically evaluate its accuracy and robustness.","","978-1-4244-8655-7","10.1109/SCAM.2010.19","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5601829","Endogenous;Plagiarism Detection;Similarity Measure;Distance;Source Code Segmentation;Source Code Plagiarism","Cloning;Plagiarism;Computer languages;Context;Robustness;Software systems","computer aided instruction;computer science education;programming languages;source coding","language independent clone detection;plagiarism detection;small-to medium scale fragments;computer science students;source code assignments;source code semantics;programming languages","","27","","24","IEEE","14 Oct 2010","","","IEEE","IEEE Conferences"
"Encapsulating Software Platform Logic by Aspect-Oriented Programming: A Case Study in Using Aspects for Language Portability","L. C. L. Kats; E. Visser","Software Engineering Research Group, Delft University of Technnology, Delft, Netherlands; Software Engineering Research Group, Delft University of Technnology, Delft, Netherlands","2010 10th IEEE Working Conference on Source Code Analysis and Manipulation","14 Oct 2010","2010","","","147","156","Software platforms such as the Java Virtual Machine or the CLR. NET virtual machine have their own ecosystem of a core programming language or instruction set, libraries, and developer community. Programming languages can target multiple software platforms to increase interoperability or to boost performance. Introducing a new compiler backend for a language is the first step towards targeting a new platform, translating the language to the platform's language or instruction set. Programs written in modern languages generally make extensive use of APIs, based on the runtime system of the software platform, introducing additional portability concerns. They may use APIs that are implemented by platform-specific libraries. Libraries may perform platform-specific operations, make direct native calls, or make assumptions about performance characteristics of operations or about the file system. This paper proposes to use aspect weaving to invasively adapt programs and libraries to address such portability concerns, and identifies four classes of aspects for this purpose. We evaluate this approach through a case study where we retarget the Stratego program transformation language towards the Java Virtual Machine.","","978-1-4244-8655-7","10.1109/SCAM.2010.11","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5601821","programming languages;compilers;aspect-oriented programming;Stratego;Java;Spoofax","Libraries;Java;Software;Weaving;Runtime;Programming","application program interfaces;aspect-oriented programming;data encapsulation;instruction sets;Java;logic programming;program compilers;software libraries;software portability;virtual machines","software platform logic encapsulation;aspect-oriented programming;language portability;Java Virtual Machine;CLR. NET virtual machine;core programming language;instruction set;software library;developer community;interoperability;language compiler backend;API;runtime system;aspect weaving;program adaptation;Stratego program transformation language","","1","","23","IEEE","14 Oct 2010","","","IEEE","IEEE Conferences"
"New Conceptual Coupling and Cohesion Metrics for Object-Oriented Systems","B. Újházi; R. Ferenc; D. Poshyvanyk; T. Gyimóthy","Department of Software Engineering, University of Szeged, Hungary; Department of Software Engineering, University of Szeged, Hungary; Computer Science Department, The College of William and Mary, USA; Department of Software Engineering, University of Szeged, Hungary","2010 10th IEEE Working Conference on Source Code Analysis and Manipulation","14 Oct 2010","2010","","","33","42","The paper presents two novel conceptual metrics for measuring coupling and cohesion in software systems. Our first metric, Conceptual Coupling between Object classes (CCBO), is based on the well-known CBO coupling metric, while the other metric, Conceptual Lack of Cohesion on Methods (CLCOM5), is based on the LCOM5 cohesion metric. One advantage of the proposed conceptual metrics is that they can be computed in a simpler (and in many cases, programming language independent) way as compared to some of the structural metrics. We empirically studied CCBO and CLCOM5 for predicting fault-proneness of classes in a large open source system and compared these metrics with a host of existing structural and conceptual metrics for the same task. As the result, we found that the proposed conceptual metrics, when used in conjunction, can predict bugs nearly as precisely as the 58 structural metrics available in the Columbus source code quality framework and can be effectively combined with these metrics to improve bug prediction.","","978-1-4244-8655-7","10.1109/SCAM.2010.14","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5601833","","Couplings;Large scale integration;Software systems;Classification algorithms;Software measurement","object-oriented methods;program debugging;public domain software;software fault tolerance;software metrics","conceptual coupling;cohesion metrices;object oriented system;software metrics system;programming language;Columbus source code quality framework;bug prediction;open source system;fault proneness","","30","1","41","IEEE","14 Oct 2010","","","IEEE","IEEE Conferences"
"Estimating the Optimal Number of Latent Concepts in Source Code Analysis","S. Grant; J. R. Cordy","School of Computing, Queen's University, Kingston, ONT, Canada; School of Computing, Queen's University, Kingston, ONT, Canada","2010 10th IEEE Working Conference on Source Code Analysis and Manipulation","14 Oct 2010","2010","","","65","74","The optimal number of latent topics required to model the most accurate latent substructure for a source code corpus is an open question in source code analysis. Most estimates about the number of latent topics that exist in a software corpus are based on the assumption that the data is similar to natural language, but there is little empirical evidence to support this. In order to help determine the appropriate number of topics needed to accurately represent the source code, we generate a series of Latent Dirichlet Allocation models with varying topic counts. We use a heuristic to evaluate the ability of the model to identify related source code blocks, and demonstrate the consequences of choosing too few or too many latent topics.","","978-1-4244-8655-7","10.1109/SCAM.2010.22","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5601828","concept location;source code analysis;latent dirichlet allocation;latent topic model","Biological system modeling;Cloning;Data models;Measurement;Natural languages;Semantics;Information retrieval","program diagnostics;statistical analysis","latent concepts;latent topics;source code corpus;source code analysis;software corpus;latent Dirichlet allocation models;source code blocks;latent substructure","","32","","28","IEEE","14 Oct 2010","","","IEEE","IEEE Conferences"
"Refactoring Support for Modularity Maintenance in Erlang","H. Li; S. Thompson","School of Computing, University of Kent, UK; School of Computing, University of Kent, UK","2010 10th IEEE Working Conference on Source Code Analysis and Manipulation","14 Oct 2010","2010","","","157","166","Low coupling between modules and high cohesion inside each module are key features of good software architecture. Systems written in modern programming languages generally start with some reasonably well-designed module structure, however with continuous feature additions, modifications and bug fixes, software modularity gradually deteriorates. So, there is a need for incremental improvements to modularity to avoid the situation when the structure of the system becomes too complex to maintain. We demonstrate how Wrangler, a general-purpose refactoring tool for Erlang, can be used to maintain and improve the modularity of programs written in Erlang without dramatically changing the existing module structure. We identify a set of ""modularity smells"", and show how they can be detected by Wrangler and removed by way of a variety of refactorings implemented in Wrangler. Validation of the approach and usefulness of the tool are demonstrated by case studies.","","978-1-4244-8655-7","10.1109/SCAM.2010.17","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5601817","Modularity Maintenance;program analaysis;program transformation;refactoring;Erlang","Manganese;Programming;Computer languages;Software architecture;Software;Maintenance engineering;Application programming interface","software architecture;software maintenance","support refactoring;modularity maintenance;Erlang;software architecture;software modularity;Wrangler;general purpose refactoring tool","","2","","13","IEEE","14 Oct 2010","","","IEEE","IEEE Conferences"
