"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Software Tool for Validating and Verifying Rehosted Legacy Software and Interface Hardware","D. Mueller","Northrop Grumman Corporation, Clearfield, UT, USA","2006 IEEE Autotestcon","15 Jan 2007","2006","","","360","365","A Search Tool for integrating software and hardware, audits source code against requirement documents, highlights legacy references and unused code, and performs test setup analysis. The Search Tool reduces development time through use of automatic systems-level checks before the integration phase of development. This new systems-level software tool, called the GMATS Search Tool, analyzes design documents developed in several commercial, off-the-shelf (COTS) applications. The search tool checks Test Program Set (TPS) source code for correct switch management, unused code, incorrect names, and incorrect part numbers. Automated software audits compare source code to test requirement documents. The tool integrates Interface Test Adapter (ITA) wire list information with software to identify inconsistencies in the measurement, stimulus, and power test paths. The tool uses the ITA wire list to audit test diagrams. By utilizing these systems-level checks early in the re-host effort, software developers identify errors in the design long before the integration phase of development and achieve greater consistency among design documents and source code. Overall, the tool's software checks maintain the quality of the TPS and reduce the risk of adding new errors in the re- host effort.","1558-4550","1-4244-0051-1","10.1109/AUTEST.2006.283687","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4062400","","Software tools;Hardware;Software testing;Switches;Wire;Software maintenance;Software performance;Performance evaluation;Performance analysis;Application software","automatic test equipment;program testing;program verification;software tools","software tool;legacy software;interface hardware;search tool;systems-level checks;GMATS;test program set;source code;switch management;interface test adapter","","","","4","IEEE","15 Jan 2007","","","IEEE","IEEE Conferences"
"Merging Head and Tail Duplication for Convergent Hyperblock Formation","B. A. Maher; A. Smith; D. Burger; K. S. McKinley","Department of Computer Sciences, University of Texas, Austin, USA; Department of Computer Sciences, University of Texas, Austin, USA; Department of Computer Sciences, University of Texas, Austin, USA; Department of Computer Sciences, University of Texas, Austin, USA","2006 39th Annual IEEE/ACM International Symposium on Microarchitecture (MICRO'06)","26 Dec 2006","2006","","","65","76","VLIW and EDGE (explicit data graph execution) architectures rely on compilers to form high-quality hyper-blocks for good performance. These compilers typically perform hyperblock formation, loop unrolling, and scalar optimizations in a fixed order. This approach limits the compiler's ability to exploit or correct interactions among these phases. EDGE architectures exacerbate this problem by imposing structural constraints on hyperblocks, such as instruction count and instruction composition. This paper presents convergent hyperblock formation, which iteratively applies if-conversion, peeling, unrolling, and scalar optimizations until converging on hyperblocks that are as close as possible to the structural constraints. To perform peeling and unrolling, convergent hyperblock formation generalizes tail duplication, which removes side entrances to acyclic traces, to remove back edges into cyclic traces using head duplication. Simulation results for an EDGE architecture show that convergent hyperblock formation improves code quality over discrete-phase approaches with heuristics for VLIW and EDGE. This algorithm offers a solution to hyperblock phase ordering problems and can be configured to implement a wide range of policies","2379-3155","0-7695-2732-9","10.1109/MICRO.2006.34","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4041836","","Merging;Tail;VLIW;Optimizing compilers;Constraint optimization;Hardware;Parallel processing;Runtime;Microarchitecture;High performance computing","computer architecture;data flow graphs;program compilers","convergent hyperblock formation;explicit data graph execution architecture;scalar optimization;discrete-phase approach;hyperblock phase ordering problem","","13","32","25","IEEE","26 Dec 2006","","","IEEE","IEEE Conferences"
"Software and Biological Evolvability: A Comparison Using Key Properties","L. Yu; S. Ramaswamy","Computer Science and Informatics, Indiana University, South Bend, IN, USA; Invited Research Professor, LITIS, University of Arkansas, Little Rock, France","2006 Second International IEEE Workshop on Software Evolvability (SE'06)","19 Dec 2006","2006","","","82","88","Biological and software systems share a common property from evolution: they need to change and adapt to either a new environment or a new requirement. If the environment or requirement changes, those systems that have high evolvability will survive and others will be eliminated. The evolvability of a biological system has been widely studied and shown to be dependent on several properties: self-organization, modularity, gene duplication, gene robustness, and symbiosis. This position paper discusses the evolvability of a software system with respect to these properties. Our study shows that software systems share similar evolvability properties with biological systems. We conclude that studying and comparing the internal structures as well as the overall evolution process of these biological systems can help us understand software systems from a holistic 'product-lifecycle' perspective thereby helping us develop software systems with better evolvability traits","","0-7695-2698-5","10.1109/SOFTWARE-EVOLVABILITY.2006.11","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4032452","","Software systems;Evolution (biology);Biological systems;Open systems;Biology;Organisms;Robustness;Symbiosis;Software engineering;Software measurement","evolution (biological);software prototyping","software system evolvability;biological system evolvability;product-lifecycle perspective","","12","","30","IEEE","19 Dec 2006","","","IEEE","IEEE Conferences"
"Extracting Reusable Object-Oriented Legacy Code Segments with Combined Formal Concept Analysis and Slicing Techniques for Service Integration","Z. Zhang; H. Yang; W. C. Chu","Software Technology Research Laboratory, De Montfort University, Leicester, UK; Software Technology Research Laboratory, De Montfort University, Leicester, UK; Department of Computer Science and Information Engineering, TungHai University, Taichung, Taiwan","2006 Sixth International Conference on Quality Software (QSIC'06)","19 Dec 2006","2006","","","385","392","Web services, together with service-oriented architectures, are promising integration technology to facilitate legacy system Webification and evolution. However, a service-oriented re-engineering process is still essential for legacy systems to survive in the service-oriented computing environment. In this service-oriented re-engineering process, understanding and reusing object-oriented code turn to be important activities. In this paper, we proposed a comprehensive approach to support the extraction and integration of reusable object-oriented legacy code. In the extraction phase, formal concept analysis, which is a general and flexible technique for recovering structural design information, and inter-procedural program slicing are adopted as main reverse engineering techniques to recover reusable object-oriented code. In the integration phase, service packaging processes are presented in details. Our approach produces extracted components with core legacy object-oriented code function in Web services by wrapping underlying computing models with XML","2332-662X","0-7695-2718-3","10.1109/QSIC.2006.29","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4032309","","Service oriented architecture;Web services;Data mining;Application software;Reverse engineering;Information analysis;Computer architecture;Object oriented modeling;Lattices;Software reusability","formal specification;object-oriented programming;program compilers;program slicing;reverse engineering;software maintenance;software reusability;systems re-engineering;Web services;XML","reusable object-oriented legacy code segment extraction;formal concept analysis;service integration;Web services;service-oriented architecture;legacy system Webification;legacy system evolution;service-oriented reengineering;service-oriented computing;code understanding;structural design information;interprocedural program slicing;reverse engineering;service packaging;component extraction;XML","","11","1","32","IEEE","19 Dec 2006","","","IEEE","IEEE Conferences"
"Using a Competitive Clustering Algorithm to Comprehend Web Applications","A. De Lucia; G. Scanniello; G. Tortora","Universita degli Studi di Salerno, Fisciano, Campania, IT; Dipartimento di Matematica e Informatica, University of Salerno Via Ponte Don Melillo, Fisciano, SA, ITALY; Dipartimento di Matematica e Informatica, University of Salerno Via Ponte Don Melillo, Fisciano, SA, ITALY","2006 Eighth IEEE International Symposium on Web Site Evolution (WSE'06)","11 Dec 2006","2006","","","33","40","We propose an approach based on winner takes all, a competitive clustering algorithm, to support the comprehension of static and dynamic Web applications. The process first computes the distances between the Web pages and then identifies similar pages through the winner takes all clustering algorithm. Two different instances of the process are presented to identify similar pages at structural and content level, respectively. The first instance encodes the page structure into a string and then uses the Levenshtein algorithm to achieve the distances between pairs of pages. On the other hand, to group similar pages at content level we use the latent semantic indexing to produce the page representations as vectors in the concept space. The Euclidean distance is then computed between the vectors to achieve the distances between the pages to be given as input to the adopted clustering algorithm. A prototype to automate the identification of group of similar pages has been implemented. The approach and the prototype have been assessed in a case study","1550-4441","0-7695-2696-9","10.1109/WSE.2006.19","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4027204","","Clustering algorithms;Web pages;Application software;Prototypes;Reverse engineering;HTML;Cloning;Software prototyping;Indexing;Euclidean distance","indexing;pattern clustering;Web sites","competitive clustering;Web application comprehension;Web pages;winner takes all clustering;Levenshtein algorithm;latent semantic indexing;Euclidean distance","","4","2","25","IEEE","11 Dec 2006","","","IEEE","IEEE Conferences"
"Normalizing Metamorphic Malware Using Term Rewriting","A. Walenstein; R. Mathur; M. R. Chouchane; A. Lakhotia","Center for Advanced Computer Studies, University of Louisiana, Lafayette, USA; Center for Advanced Computer Studies, University of Louisiana, Lafayette, USA; Center for Advanced Computer Studies, University of Louisiana, Lafayette, USA; Center for Advanced Computer Studies, University of Louisiana, Lafayette, USA","2006 Sixth IEEE International Workshop on Source Code Analysis and Manipulation","11 Dec 2006","2006","","","75","84","Metamorphic malware - including certain viruses and worms - rewrite their code during propagation. This paper presents a method for normalizing multiple variants of metamorphic programs that perform their transformations using finite sets of instruction-sequence substitutions. The paper shows that the problem of constructing a normalizer can, in specific contexts, be formalized as a term rewriting problem. A general method is proposed for constructing normalizers. It involves modeling the metamorphic program's transformations as rewrite rules, and then modifying these rules to create a normalizing rule set. Casting the problem in terms of term rewriting exposes key challenges for constructing effective normalizers. In cases where the challenges cannot be met, approximations are proposed. The normalizer construction method is applied in a case study involving the virus called""W32.Evolt"". The results demonstrate that both the overall approach and the approximation schemes may have practical use on realistic malware, and may thus have the potential to improve signature-based malware scanners.","","0-7695-2353-6","10.1109/SCAM.2006.20","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4026857","","Computer worms;Computer viruses;Casting;Pattern matching;Emulation;Manipulator dynamics;Conferences;Computer aided instruction;Data mining","","","","30","","20","IEEE","11 Dec 2006","","","IEEE","IEEE Conferences"
"Evolving TXL","A. D. Thurston; J. R. Cordy","School of Computing, Queen''s University, Kingston, ONT, Canada; School of Computing, Queen''s University, Kingston, ONT, Canada","2006 Sixth IEEE International Workshop on Source Code Analysis and Manipulation","11 Dec 2006","2006","","","117","126","TXL is a functional programming language specifically designed for expressing source transformation tasks. Originally designed for the rapid prototyping of modest syntactic enhancements, in recent years it has been extensively used in large scale source code analysis and reengineering applications that are much more challenging. As a result, many common programming techniques needed in these larger scale applications are difficult or impossible to express in TXL. Examples include multi-way decisions, generic rules and functions, polymorphism and information hiding. In this paper we introduce ETXL, an experimental extension of TXL which includes convenient features designed to address these issues. Designed to be a compatible variant that remains faithful to the original TXL syntax and semantics, ETXL has itself been prototyped as a source transformation to original TXL.","","0-7695-2353-6","10.1109/SCAM.2006.14","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4026861","","Functional programming;Prototypes;Computer languages;Large-scale systems;Heart;Web page design;Logic programming;Testing;Conferences","","","","5","","16","IEEE","11 Dec 2006","","","IEEE","IEEE Conferences"
"On the Use of Process Trails to Understand Software Development","L. Cerulo","RCOST-Research Centre on Software Technology, University of Sannio, Benevento, Italy","2006 13th Working Conference on Reverse Engineering","11 Dec 2006","2006","","","303","304","Software repositories, such as version control systems (CVS) and bug-tracking systems (Bugzilla), provide useful information about software process trails left by developers during the evolution of a software project. Mining these repositories provides a way to understand software development, to support predictions about software development, and to plan various aspects of software projects. We introduce three cases in the areas of impact analysis, change request assignment, and crosscutting concern mining, that takes benefit from historical information and show that the combination of different type of analyses can improve the performance of these software engineering models","2375-5369","0-7695-2719-1","10.1109/WCRE.2006.40","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4024004","","Programming;Performance analysis;Information analysis;Software systems;Control systems;Software engineering;Software tools;Documentation;Software performance;Information resources","configuration management;data mining;program debugging;program diagnostics;software process improvement","process trails;software development;software repository;version control systems;bug-tracking systems;Bugzilla;impact analysis;change request assignment;crosscutting concern mining;software engineering model","","5","","7","IEEE","11 Dec 2006","","","IEEE","IEEE Conferences"
"Mining Control Flow Graphs for Crosscutting Concerns","J. Krinke","Fern Universität Hagen, Germany","2006 13th Working Conference on Reverse Engineering","11 Dec 2006","2006","","","334","342","Aspect mining tries to identify crosscutting concerns in existing systems and thus supports the adoption to an aspect-oriented design. This paper describes an automatic static aspect mining approach, where the control flow graphs of a program are investigated for recurring execution patterns based on different constraints, such as the requirement that the patterns have to exist in different calling contexts. A case study done with the implemented tool shows that most discovered crosscutting candidates are instances of crosscutting delegation and should not be refactored into aspects","2375-5369","0-7695-2719-1","10.1109/WCRE.2006.37","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4024015","","Flow graphs;Software systems;Pattern analysis;Automatic control;Runtime;Control systems;Scattering;Software maintenance;Timing;Reverse engineering","data mining;flow graphs;object-oriented programming","control flow graph mining;crosscutting concerns;aspect-oriented design;automatic static aspect mining;recurring execution patterns","","12","","25","IEEE","11 Dec 2006","","","IEEE","IEEE Conferences"
"Clone Detection Using Abstract Syntax Suffix Trees","R. Koschke; R. Falke; P. Frenzel","University of Brethemen, Germany; University of Brethemen, Germany; University of Brethemen, Germany","2006 13th Working Conference on Reverse Engineering","11 Dec 2006","2006","","","253","262","Reusing software through copying and pasting is a continuous plague in software development despite the fact that it creates serious maintenance problems. Various techniques have been proposed to find duplicated redundant code (also known as software clones). A recent study has compared these techniques and shown that token-based clone detection based on suffix trees is extremely fast but yields clone candidates that are often no syntactic units. Current techniques based on abstract syntax trees-on the other hand-find syntactic clones but are considerably less efficient. This paper describes how we can make use of suffix trees to find clones in abstract syntax trees. This new approach is able to find syntactic clones in linear time and space. The paper reports the results of several large case studies in which we empirically compare the new technique to other techniques using the Bellon benchmark for clone detectors","2375-5369","0-7695-2719-1","10.1109/WCRE.2006.18","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4023995","","Cloning;Detectors;Programming profession;Concrete;Redundancy;Abstracts;Encoding;Software maintenance;Monitoring;Filters","abstract data types;programming language semantics;software maintenance;software reusability;trees (mathematics)","clone detection;abstract syntax suffix trees;software reusability;software development;software maintenance;redundant code;software clones;syntactic units;syntactic clones;Bellon benchmark","","162","3","27","IEEE","11 Dec 2006","","","IEEE","IEEE Conferences"
"Refactoring Detection based on UMLDiff Change-Facts Queries","Z. Xing; E. Stroulia","Computing Science Department, University of Alberta, Edmonton, AB, Canada; Computing Science Department, University of Alberta, Edmonton, AB, Canada","2006 13th Working Conference on Reverse Engineering","11 Dec 2006","2006","","","263","274","Refactoring is an important activity in the evolutionary development of object-oriented software systems. Several IDEs today support the automated application of some refactorings; at the same time, there is substantial on-going research aimed at developing support for deciding when and how software should be refactored and for estimating the effect of the refactoring on the quality requirements of the software. On the other hand, understanding the refactorings in the evolutionary history of a software system is essential in understanding its design rationale. Yet, only very limited support exists for detecting refactorings. In this paper, we present our approach for detecting refactorings by analyzing the system evolution at the design level. We evaluate our method with case studies, examining two realistic examples of object-oriented software","2375-5369","0-7695-2719-1","10.1109/WCRE.2006.48","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4023996","","Software systems;History;Documentation;Visualization;Algorithm design and analysis;Software quality;Software design;Cloning;Reverse engineering;Concrete","object-oriented programming;software maintenance;software quality;Unified Modeling Language","refactoring detection;UMLDiff change-facts queries;object-oriented software","","61","","36","IEEE","11 Dec 2006","","","IEEE","IEEE Conferences"
"""Cloning Considered Harmful"" Considered Harmful","C. Kapser; M. W. Godfrey","Software Architecture Group (SWAG), David R. Cheriton School of Computer Science, University of Waterloo, Canada; Software Architecture Group (SWAG), David R. Cheriton School of Computer Science, University of Waterloo, Canada","2006 13th Working Conference on Reverse Engineering","11 Dec 2006","2006","","","19","28","Current literature on the topic of duplicated (cloned) code in software systems often considers duplication harmful to the system quality and the reasons commonly cited for duplicating code often have a negative connotation. While these positions are sometimes correct, during our case studies we have found that this is not universally true, and we have found several situations where code duplication seems to be a reasonable or even beneficial design option. For example, a method of introducing experimental changes to core subsystems is to duplicate the subsystem and introduce changes there in a kind of sandbox testbed. As features mature and become stable within the experimental subsystem, they can then be introduced gradually into the stable code base. In this way risk of introducing instabilities in the stable version is minimized. This paper describes several patterns of cloning that we have encountered in our case studies and discusses the advantages and disadvantages associated with using them","2375-5369","0-7695-2719-1","10.1109/WCRE.2006.1","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4023973","","Cloning;Software systems;Stability;Software architecture;Computer science;Testing;Libraries;Costs;Reverse engineering","software maintenance","code cloning;software system;code duplicating","","125","","30","IEEE","11 Dec 2006","","","IEEE","IEEE Conferences"
"A common framework for aspect mining based on crosscutting concern sorts","M. Marin; L. Moonen; A. V. Deursen","Delft University of Technology, The Netherlands; Delft Univ. of Technology & CWI, The Netherlands; Delft Univ. of Technology & CWI, The Netherlands","2006 13th Working Conference on Reverse Engineering","11 Dec 2006","2006","","","29","38","The increasing number of aspect mining techniques proposed in literature calls for a methodological way of comparing and combining them in order to assess, and improve on, their quality. This paper addresses this situation by proposing a common framework based on crosscutting concern sorts which allows for consistent assessment, comparison and combination of aspect mining techniques. The framework identifies a set of requirements that ensure homogeneity in formulating the mining goals, presenting the results and assessing their quality. We demonstrate feasibility of the approach by retrofitting an existing aspect mining technique to the framework, and by using it to design and implement two new mining techniques. We apply the three techniques to a known aspect mining benchmark and show how they can be consistently assessed and combined to increase the quality of the results. The techniques and combinations are implemented in FINT, our publicly available free aspect mining tool","2375-5369","0-7695-2719-1","10.1109/WCRE.2006.6","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4023974","","Marine technology;Convergence;Acoustic scattering;Humans;Pattern analysis","data mining","aspect mining;crosscutting concern sorts;FINT","","13","","14","IEEE","11 Dec 2006","","","IEEE","IEEE Conferences"
"Dynamic Aspects Weaving in Service Composition","H. Song; Y. Yin; S. Zheng","College of Mechanical Engineering, South China University of Technology, Guangzhou, Guangdong, China; Department of Electronic Engineering, GuangDong Polytechnic Normal University, Guangzhou, Guangdong, China; College of Mechanical Engineering, School of Business Administration, South China University of Technology, Guangzhou, Guangdong, China","Sixth International Conference on Intelligent Systems Design and Applications","11 Dec 2006","2006","1","","1003","1008","Web service composition is to construct complex service through combining available services components as request. A service component is a self-contained unit of service construction that provides an identifiable and distinct part of a service with well-defined interface. For example, to assure the security of Web service, both the service provider and requestor should take account of the security control. But the implementation of crosscutting concerns, such as security control, will scatter in multiple components. In this paper we adopt the aspect-oriented programming (AOP) to separate security control from other functional requirements. AOP is a new software development paradigm that aims to increase comprehensibility, adaptability, and reusability by introducing aspect to modularize the crosscutting concerns. Any behavior associated to several components is encapsulated into an aspect. In our work, the composition is extended by weaving extension at running time. It makes the service composition more flexible and gives the composer a chance to unify security policy in composed service by specifying appropriate security extension himself. This paper also presents an infrastructure to demonstrate how dynamic weaving of aspects can be used to enhance the security of service composition. An application of performing user-defined access control dynamically at run-time is given to exemplify the dynamic extension to service composition","2164-7151","0-7695-2528-8","10.1109/ISDA.2006.137","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4021576","","Weaving;Web services;Security;Educational institutions;Mechanical engineering;Service oriented architecture;Dynamic programming;Scattering;Functional programming;Access control","object-oriented programming;security of data;software architecture;software reusability;Web services","Web service composition;service component;self-contained unit of service construction;aspect-oriented programming;security control;software development;software comprehensibility;software adaptability;software reusability;security policy;service-oriented architecture;dynamic weaving","","4","1","16","IEEE","11 Dec 2006","","","IEEE","IEEE Conferences"
"The Conceptual Coupling Metrics for Object-Oriented Systems","D. Poshyvanyk; A. Marcus","Department of Computer Science, Wayne State University, Detroit, MI, USA; Department of Computer Science, Wayne State University, Detroit, MI, USA","2006 22nd IEEE International Conference on Software Maintenance","11 Dec 2006","2006","","","469","478","Coupling in software has been linked with maintainability and existing metrics are used as predictors of external software quality attributes such as fault-proneness, impact analysis, ripple effects of changes, changeability, etc. Many coupling measures for object-oriented (OO) software have been proposed, each of them capturing specific dimensions of coupling. This paper presents a new set of coupling measures for OO systems - named conceptual coupling, based on the semantic information obtained from the source code, encoded in identifiers and comments. A case study on open source software systems is performed to compare the new measures with existing structural coupling measures. The case study shows that the conceptual coupling captures new dimensions of coupling, which are not captured by existing coupling measures; hence it can be used to complement the existing metrics","1063-6773","0-7695-2354-4","10.1109/ICSM.2006.67","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4021375","","Software measurement;Software quality;Software maintenance;Software systems;Open source software;Information analysis;Object oriented modeling;Application software;Software design;Computer science","object-oriented programming;software maintenance;software metrics;software quality","conceptual coupling metrics;software maintainability;software metrics;software quality;object-oriented software;object-oriented system coupling measures;source code semantic information;open source software systems","","84","1","38","IEEE","11 Dec 2006","","","IEEE","IEEE Conferences"
"Refactoring Practice: How it is and How it Should be Supported - An Eclipse Case Study","Z. Xing; E. Stroulia","Computing Science Department, University of Alberta, Edmonton, AB, Canada; Computing Science Department, University of Alberta, Edmonton, AB, Canada","2006 22nd IEEE International Conference on Software Maintenance","11 Dec 2006","2006","","","458","468","Refactoring is an important activity in the evolutionary development of object-oriented software systems. Yet, several questions about the practice of refactoring remain unanswered, such as what fraction of code modifications are refactorings and what are the most frequent types of refactorings. To gain some insight in this matter, we conducted a detailed case study on the structural evolution of Eclipse, an integrated-development environment (IDE) and a plugin-based framework. Our study indicates that: 1) about 70% of structural changes may be due to refactorings; 2) for about 60% of these changes, the references to the affected entities in a component-based application can be automatically updated by a refactoring-migration tool if the relevant information of refactored components can be gathered through the refactoring engine; and 3) state-of-the-art IDEs, such as Eclipse, support only a subset of commonly applied low-level refactorings and lack support for more complex ones, which are also frequent. Based on our findings, we draw some conclusions on high-level design requirements for a refactoring-based development environment","1063-6773","0-7695-2354-4","10.1109/ICSM.2006.52","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4021374","","Software systems;Application software;Engines;Object oriented modeling;Software design;Costs;Documentation;Large-scale systems;Algorithm design and analysis;Software packages","object-oriented programming;software libraries;software tools","software refactoring practice;Eclipse case study;evolutionary development;object-oriented software systems;integrated-development environment;plugin-based framework;component-based application;refactoring-migration tool;refactored components;refactoring engine;refactoring-based development environment","","54","","19","IEEE","11 Dec 2006","","","IEEE","IEEE Conferences"
"On the Use of Line Co-change for Identifying Crosscutting Concern Code","G. Canfora; L. Cerulo; M. Di Penta","RCOST - Research Centre on Software Technology, University of Sannio Viale Traiano, Benevento, Italy; RCOST - Research Centre on Software Technology, University of Sannio Viale Traiano, Benevento, Italy; RCOST - Research Centre on Software Technology, University of Sannio Viale Traiano, Benevento, Italy","2006 22nd IEEE International Conference on Software Maintenance","11 Dec 2006","2006","","","213","222","Crosscutting concerns are software system features whose implementation is spread across many modules as tangled and scattered code. Identifying such code helps developers to change the concern and/or re-factor it to an aspect. This paper evaluates the suitability of line co-change as a technique for the identification of crosscutting concerns. A line co-change aim at identifying source code lines that have been changed together in a commit transaction performed using a versioning system such as CVS. Promising results have been obtained by evaluating the approach to identify four crosscutting concerns present in an open-source system, JHotDraw. The paper also shows that line co-change can be effectively complemented with clone detection to improve the performance achieved by the separate approaches","1063-6773","0-7695-2354-4","10.1109/ICSM.2006.43","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4021340","","Cloning;Scattering;History;Software systems;Pattern analysis;Automation;Programming profession;Performance analysis;Interference;Software maintenance","configuration management;public domain software;software maintenance","line cochange;crosscutting concern code;software system features;source code lines;versioning system;open-source system;JHotDraw;clone detection","","22","","32","IEEE","11 Dec 2006","","","IEEE","IEEE Conferences"
"A Feedback Based Quality Assessment to Support Open Source Software Evolution: the GRASS Case Study","M. Neteler; E. Merlo; G. Antoniol; S. Bouktif; M. Neteler; E. Merlo; G. Antoniol; S. Bouktif","Department of Computer Science, École Polytechnique de Montréal, Montreal, Québec, Canada; Department of Computer Science, École Polytechnique de Montréal, Montreal, Québec, Canada; Department of Computer Science, École Polytechnique de Montréal, Montreal, Québec, Canada; ITC-irst – Istituto Trentino di Cultura Via Sommarive, Povo(Trento), Italy; Dept. of Comput. Sci., Ecole Polytechnique de Montreal, Que.; Dept. of Comput. Sci., Ecole Polytechnique de Montreal, Que.; Dept. of Comput. Sci., Ecole Polytechnique de Montreal, Que.; Dept. of Comput. Sci., Ecole Polytechnique de Montreal, Que.","2006 22nd IEEE International Conference on Software Maintenance","11 Dec 2006","2006","","","155","165","Managing the software evolution for large open source software is a major challenge. Some factors that make software hard to maintain are geographically distributed development teams, frequent and rapid turnover of volunteers, absence of a formal means, and lack of documentation and explicit project planning. In this paper we propose remote and continuous analysis of open source software to monitor evolution using available resources such as CVS code repository, commitment log files and exchanged mail. Evolution monitoring relies on three principal services. The first service analyzes and monitors the increase in complexity and the decline in quality; the second supports distributed developers by sending them a feedback report after each contribution; the third allows developers to gain insight into the ""big picture"" of software by providing a dashboard of project evolution. Besides the description of provided services, the paper presents a prototype environment for continuous analysis of the evolution of GRASS, an open source software.","1063-6773","0-7695-2354-4","10.1109/ICSM.2006.5","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4021333","","Feedback;Quality assessment;Open source software;Remote monitoring;Software maintenance;Linux;Kernel;Software engineering;Software quality;Guidelines","program diagnostics;public domain software;software maintenance;software management;software quality","feedback based quality assessment;open source software evolution;GRASS case study;software evolution management;software maintenance;remote software analysis;continuous software analysis;evolution monitoring","","11","","23","IEEE","11 Dec 2006","","","IEEE","IEEE Conferences"
"Identifying Refactorings from Source-Code Changes","P. Weissgerber; S. Diehl","Computer Science, University of Trier, Trier, Germany; Computer Science, University of Trier, Trier, Germany","21st IEEE/ACM International Conference on Automated Software Engineering (ASE'06)","4 Dec 2006","2006","","","231","240","Software has been and is still mostly refactored without tool support. Moreover, as we found in our case studies, programmers tend not to document these changes as refactorings, or even worse label changes as refactorings, although they are not. In this paper we present a technique to detect changes that are likely to be refactorings and rank them according to the likelihood. The evaluation shows that the method has both a high recall and a high precision - it finds most of the refactorings, and most of the found refactoring candidates are really refactorings","1938-4300","0-7695-2579-2","10.1109/ASE.2006.41","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4019578","","Programming profession;Data mining;Computer science;Computer errors;Open source software;Software tools;History;Documentation;Application software;Databases","configuration management;data mining","refactoring identification;source-code changes;software changes","","99","3","20","IEEE","4 Dec 2006","","","IEEE","IEEE Conferences"
"Mining Aspects from Version History","S. Breu; T. Zimmermann","Computer Laboratory, University of Cambridge, UK; Department of Computer Science, University of Saarland, Germany","21st IEEE/ACM International Conference on Automated Software Engineering (ASE'06)","4 Dec 2006","2006","","","221","230","Aspect raining identifies cross-culling concerns in a program, to help migrating it to an aspect-oriented design. Such concerns may not exist from the beginning, but emerge over time. By analysing where developers add code to a program, our history-based aspect mining (BAM) identifies and ranks cross-cutting concerns. We evaluated the effectiveness of our approach with the history of three open-source projects. BAM scales up to Industrial-sized projects: for example, we were able to identify a locking concern that cross-cuts 1284 methods in Eclipse. Additionally, the precision of HAM increases with project size and history: for Eclipse, it reaches 90% for the top-10 candidates","1938-4300","0-7695-2579-2","10.1109/ASE.2006.50","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4019577","","History;Lab-on-a-chip;Open source software;Laboratories;Computer science;System recovery;Helium;Java;Scattering;Weaving","configuration management;data mining;Java;object-oriented programming;public domain software","version history;aspect-oriented design;history-based aspect mining;open-source projects;Eclipse","","50","","26","IEEE","4 Dec 2006","","","IEEE","IEEE Conferences"
