"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Compiler-assisted synthesis of algorithm-based checking in multiprocessors","V. Balasubramanian; P. Banerjee","Department of Electrical Engineering and the Coordinated Science Laboratory, University of Illinois, Urbana-Champaign, Urbana-Champaign, IL, USA; Department of Electrical Engineering and the Coordinated Science Laboratory, University of Illinois, Urbana-Champaign, Urbana-Champaign, IL, USA","IEEE Transactions on Computers","6 Aug 2002","1990","39","4","436","446","The task of synthesizing algorithm-based checking techniques for general applications is investigated. The problem is approached at the compiler level by identifying linear transformations in Fortran DO loops and restructuring program statements to convert nonlinear transformations to linear ones. System-level checks based on this property are proposed. The approach is demonstrated with example problems of matrix multiplication and the LINPACK routine: DGEFA.<>","1557-9956","","10.1109/12.54837","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=54837","","Fault detection;Message passing;Hypercubes;Matrix decomposition;Costs;Fast Fourier transforms;Program processors;Matrix converters;Encoding;Parallel processing","concurrency control;fault tolerant computing;multiprocessing systems","compiler assisted synthesis;algorithm-based checking;multiprocessors;linear transformations;Fortran DO loops;nonlinear transformations;matrix multiplication;LINPACK routine;DGEFA","","30","4","27","IEEE","6 Aug 2002","","","IEEE","IEEE Journals"
"Using a lookahead window in a compaction-based parallelizing compiler","T. Nakatani; K. Ebcioglu","IBM Tokyo Research Laboratory, Tokyo, Japan; IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA","[1990] Proceedings of the 23rd Annual Workshop and Symposium@m_MICRO 23: Microprogramming and Microarchitecture","6 Aug 2002","1990","","","57","68","Lookahead is a common technique for high performance uniprocessor design. In general, however, hardware lookahead window is too small to exploit instruction-level parallelism at run time, while compaction-based parallelizing compilers must suffer from worst-case exponential code explosion at compile time. In this paper, the authors propose a software lookahead method, which allows inter-basic block code motions within the prespecified number of operations, called software lookahead window, on any path emanating from the currently processed instruction at compile time. By software lookahead, instruction-level parallelism can be exploited in a much greater code area than the hardware approach, but the lookahead region is still limited to a constant depth with a user-specifiable window, and thus code explosion is restricted. The proposed scheme has been implemented in the authors prototype parallelizing compiler, which can generate code for uniprocessors with multiple functional units and multiway conditional branches, such as VLIW machines, and potentially for super-scalars as well.<>","","0-8186-2124-9","10.1109/MICRO.1990.151427","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=151427","","Explosions;Hardware;Block codes;Software prototyping;VLIW;Laboratories;Magnetic heads;Prototypes;Software performance;Prefetching","instruction sets;parallel architectures;program compilers","lookahead window;compaction-based parallelizing compiler;high performance uniprocessor design;instruction-level parallelism;inter-basic block code motions;instruction-level parallelism;multiple functional units;multiway conditional branches;VLIW machines","","16","4","16","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"New directions in database management systems","C. Beeri","Hebrew University of Jerusalem, Israel","Proceedings of the 5th Jerusalem Conference on Information Technology, 1990. 'Next Decade in Information Technology'","6 Aug 2002","1990","","","500","506","The important concepts concerning object-oriented databases (OODBs) are reviewed. The shortcomings of the relational model in supporting nontraditional applications are outlined. OO features are explained and how they can be used to overcome the above mentioned shortcomings is indicated. The issue of developing a declarative query language for OODBs is briefly discussed. Some practical and theoretical difficulties are addressed.<>","","0-8186-2078-1","10.1109/JCIT.1990.128322","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=128322","","Database systems;Object oriented databases;Object oriented modeling;Relational databases;Knowledge management;Data models;User interfaces;Deductive databases;Logic programming;Expert systems","object-oriented databases;query languages","SQL;database management systems;object-oriented databases;relational model;nontraditional applications;declarative query language","","","","14","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Achieving software reuse by conversion and reorganization of software systems","J. N. Sturman","Corporate Research & Development Laboratories, General Electric Company Limited, Schenectady, NY, USA","IEEE Conference on Aerospace and Electronics","6 Aug 2002","1990","","","606","612 vol.2","The author describes advancements made toward a total system for HOL (higher-order language) software conversion which utilizes techniques for applying transformations on software which preserve functionality and improve code readability, understandability, and organization. The research goal is to establish technique for achieving the reuse of software written in one HOL (generally a somewhat arcane one such as Fortran) by translation to a more contemporary HOL (Such as Ada). The objectives of this effort are to achieve functionally equivalent transformation of the code, while preserving and enhancing the clarity of the process which the code represents. Significant aspects of this work include the design of an underlying generic language support system, the provision for human interaction in the code restructuring process via a graphical interface, the development of a text editor which permits mapping between code segments of translated Ada and input Fortran, the development of a data structure analyzer used to transform Ada declarations, and an Ada repackager.<>","","","10.1109/NAECON.1990.112835","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=112835","","Software systems;Laboratories;Computer languages;Programming profession;Research and development;Computer displays;Communication system control;Humans;Data structures;Data analysis","Ada;high level languages;software reusability","structured programs;structured transformation;software reuse;reorganization;higher-order language;software conversion;transformations;code readability;understandability;Fortran;graphical interface;text editor;mapping;code segments;data structure analyzer;Ada declarations;Ada repackager","","","","10","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"ROPCO: an environment for micro-incremental reuse","M. Kazerooni-Zand; M. H. Samadzadeh; K. M. George","Department of Computer Science, Langston University, Langston, OK, USA; Department of Computing Information Science, Oklahoma State University, Stillwater, OK, USA; Department of Computing Information Science, Oklahoma State University, Stillwater, OK, USA","Ninth Annual International Phoenix Conference on Computers and Communications. 1990 Conference Proceedings","6 Aug 2002","1990","","","347","354","The authors report on the design of ROPCO (reuse of persistent code and object code), a novel approach to reuse utilizing code and object code stored in persistent structures. One of the main motives in the design of ROPCO is to eliminate the compilation of portions of a program which have not been altered, while the consistency of variables and intra program flow graphs remains intact. Basic blocks are selected as units of reuse, and the notion of a 'use network' is devised to accomplish this goal. Another design motive is to store versions of blocks of a program efficiently, while maintaining direct and sequential access to those blocks. Hierarchical and flat persistency methods are utilized to achieve this goal.<>","","0-8186-2030-7","10.1109/PCCC.1990.101641","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=101641","","Software systems;Programming profession;Productivity;Information science;Flow graphs;Preforms;Program processors;Software packages;Packaging;Pressing","programming environments;software reusability","direct access;micro-incremental reuse;ROPCO;reuse of persistent code and object code;persistent structures;intra program flow graphs;use network;sequential access;flat persistency methods","","","","31","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Using objects to communicate legal information","E. P. Richards; B. B. Bounds","National Center for Preventive Law, University of Denver; Computer Science, University of Benver","Ninth Annual International Phoenix Conference on Computers and Communications. 1990 Conference Proceedings","6 Aug 2002","1990","","","766","771","The problem of developing a formal knowledge representation system for communicating information about legal events is considered. This system is to be based on the use of the object metaphor embodied in Smalltalk-80. Once a knowledge representation system has been developed, it will be iteratively refined to better approximate the real-world issues in communicating legal information. A litigation event database, which is the necessary precursor to building and validating a litigation event knowledge representation schema, has been developed.<>","","0-8186-2030-7","10.1109/PCCC.1990.101697","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=101697","","Law;Legal factors;Knowledge representation;Medical diagnostic imaging;Prototypes;Personnel;Evolution (biology);Diseases;History;Educational institutions","knowledge representation;law administration","legal information;formal knowledge representation system;object metaphor;Smalltalk-80;litigation event database","","","1","32","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"A unified approach to building accelerator simulation software for the SSC","V. Paxson; C. Aragon; S. Peggs; C. Saltmarsh; L. Schachinger","SSC Central Design Group, Lawrence Berkeley National Laboratory, Berkeley, CA, USA; SSC Central Design Group, Lawrence Berkeley National Laboratory, Berkeley, CA, USA; SSC Central Design Group, Lawrence Berkeley National Laboratory, Berkeley, CA, USA; SSC Central Design Group, Lawrence Berkeley National Laboratory, Berkeley, CA, USA; SSC Central Design Group, Lawrence Berkeley National Laboratory, Berkeley, CA, USA","Proceedings of the 1989 IEEE Particle Accelerator Conference, . 'Accelerator Science and Technology","6 Aug 2002","1989","","","82","84 vol.1","A large body of software is being developed to simulate the physics and high-level operation of the Superconducting Super Collider (SSC). The state of the SSC simulation software is described, with emphasis on addressing the uniform interface needs by using a standardized data set format and object-oriented approaches to graphics and modeling. It is noted that if this software is to form a unified and flexible whole, it is necessary to solve a number of software engineering problems that will otherwise render the system so bulky as to become effectively useless. To this end, the authors envision (1) the self-describing data standard as providing a software bus on which programs can be plugged in to talk with one another and data transparently moved across heterogeneous networks; (2) a library of InterViews-based graphics classes to provide a way to create new interfaces rapidly and to ensure uniformity across all interfaces; and (3) a library of model/machine classes to make it possible to generalize the simulation to a variety of models of the accelerator and, ultimately, to the actual machine.<>","","","10.1109/PAC.1989.72991","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=72991","","Object oriented modeling;Physics;Graphics;Libraries;Buildings;Laboratories;Centralized control;Software systems;Error correction;Hardware","computer graphics;physics computing;software engineering","simulation software;SSC;Superconducting Super Collider;interface;graphics;modeling;software engineering;self-describing data standard;software bus;heterogeneous networks;InterViews-based graphics classes;model/machine classes","","3","1","12","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Data reengineering for application systems","J. A. Ricketts; J. C. DelMonaco; M. W. Weeks","Peat Marwick Advanced Technology, Chicago, IL, USA; Peat Marwick Advanced Technology, Chicago, IL, USA; Peat Marwick Advanced Technology, Chicago, IL, USA","Proceedings. Conference on Software Maintenance - 1989","6 Aug 2002","1989","","","174","179","Data reengineering methods and tools are discussed, with an emphasis on data definition engineering. Data reengineering extends the life of existing systems by standardizing data definitions and facilitating source code simplification. It can also provide an accurate data model for use as a starting point in data modeling and database technology migration and as a preparation step for reverse engineering. Data definition and data value problems are discussed. Data reengineering is compared with data engineering, highlighting the ways in which they differ. The following data reengineering phases are described: code analysis, data analysis, metadata synthesis, redesign, revision and definition exportation. Three data definition reengineering cases are discussed.<>","","0-8186-1965-1","10.1109/ICSM.1989.65207","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=65207","","Application software;Computer aided software engineering;Automatic control;Software tools;Data models;Databases;Reverse engineering;Information systems;Software packages;Packaging","software reliability;software reusability","application systems;data definition engineering;source code simplification;accurate data model;database technology migration;preparation step;reverse engineering;data value problems;data engineering;data reengineering phases;code analysis;data analysis;metadata synthesis;redesign;revision;definition exportation;data definition reengineering cases","","7","3","14","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"How to build a hardware description and measurement system on an object-oriented programming language","W. H. Wolf","AT and T Bell Laboratories, Inc., Murray Hill, NJ, USA","IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems","6 Aug 2002","1989","8","3","288","301","Techniques are described for applying the mechanisms of object-oriented programming languages to hardware description. Some object-oriented language mechanisms, like inheritance, directly simplify CAD (computer-aided design) programs; others, like data abstraction, allow more powerful CAD mechanisms based on them to be created. The author describes: how to extend class inheritance and to integrate it with procedural construction to simplify the description of hardware; how to create measurement methods than can measure a module whose components are described at different levels of abstraction; and how to implement a consistency-maintenance engine that ensures the consistency of the data kept for the design. The author has implemented these features in Fred, an object-oriented modeling system for VLSI modules. Fred is implemented in Flavors, an object-oriented extension of Lisp. The author also discusses how to implement its features in other languages.<>","1937-4151","","10.1109/43.21848","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=21848","","Hardware;Object oriented programming;Design automation;Data structures;Object oriented modeling;Modular construction;Engines;Very large scale integration;Runtime;Programming profession","CAD;LISP;object-oriented programming;specification languages","hardware description;object-oriented programming language;inheritance;CAD;data abstraction;procedural construction;consistency-maintenance engine;Fred;Flavors","","22","11","39","IEEE","6 Aug 2002","","","IEEE","IEEE Journals"
"Designing SAA applications and user interfaces","W. P. Dunfee; J. D. McGehe; R. C. Rauf; K. O. Shipp","IBM System Products Division, White Plains, NY; IBM Application Systems Division, Kingston, NY; IBM Application Systems Division, Cary, NC; IBM Application Systems Division, Texas","IBM Systems Journal","6 Apr 2010","1988","27","3","325","347","This paper describes a framework for developing applications that conform to Systems Application Architecture (SAA). The paper shows a high-level approach to creating a design; it gives examples of early modeling work with the user interface; and it appraises SAA through the eyes of several system designers. The usability of user interfaces has been evaluated through the modeling of office tasks. That experience is described, showing the influence of the SAA Common User Access (CUA) on the model and the influence of the model on CUA. Discussed is a design for distributed applications that fit within the SAA framework and the influence of SAA on the design of integrated distributed applications.","0018-8670","","10.1147/sj.273.0325","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5387636","","","","","","2","","","","6 Apr 2010","","","IBM","IBM Journals"
"System design metrics: a review and perspective","D. C. Ince; M. J. Sheppard","Open University, UK; Wolverhampton Polytechnic, UK","Second IEE/BCS Conference: Software Engineering, 1988 Software Engineering 88.","6 Aug 2002","1988","","","23","27","In comparison with code metrics relatively little work has been carried out in the area of system design metrics. However, it is potentially a more useful field for research than code metrics: design metrics can be extracted much earlier in a project and can be used to predict the extent of a greater number of activities. The majority of recent system design metrics can be partitioned into three categories: network metrics, stability metrics and information flow metrics. The author discusses each of these metrics before looking at the issue of software tools for system design metrics extraction and processing. He also examines empirical validations in the system design metrics area.<>","","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=196354","","Software tools;System analysis and design","software tools;systems analysis","systems analysis;system design metrics;network metrics;stability metrics;information flow metrics;software tools;metrics extraction;empirical validations","","6","","","","6 Aug 2002","","","IET","IET Conferences"
"An evaluation of memory management schemes for a multimemory-multiprocessor system","C. . -R. Chou; M. . -Y. Fang","Institute of Computer Engineering, National Chiao Tung University, Hsinchu, Taiwan; Institute of Computer Engineering, National Chiao Tung University, Hsinchu, Taiwan","Seventh Annual International Phoenix Conference on Computers an Communications. 1988 Conference Proceedings","6 Aug 2002","1988","","","94","98","The virtual memory management schemes for a multimemory-multiprocessor system based on bus-structured architecture are dealt with. The design issues peculiar to such a system are pointed out. Various schemes to manage them are introduced. Simulations of the memory management schemes are carried out to evaluate the design alternatives. A queuing network model is established to predict the overall system throughput under various paging system policies. From these experiments, the authors observe the behavior of their memory system, which may provide clues for future improvement.<>","","0-8186-0830-7","10.1109/PCCC.1988.10049","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10049","","Memory management;Operating systems;Hardware;Microprocessors;Computer architecture;Switches;Multiprocessing systems;Engineering management;Predictive models;Throughput","multiprocessing systems;performance evaluation;queueing theory;semiconductor storage;storage management;virtual storage","performance evaluation;multimemory-multiprocessor system;virtual memory management schemes;bus-structured architecture;queuing network model;system throughput;paging system policies","","","","9","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"On the Implementation and Use of Ada on Fault-Tolerant Distributed Systems","J. C. Knight; J. I. A. Urquhart","Department of Computer Science, University of Virginia, Charlottesville, VA, USA; Department of Computer Science, University of Virginia, Charlottesville, VA, USA","IEEE Transactions on Software Engineering","18 Sep 2006","1987","SE-13","5","553","563","In this paper, we discuss the use of Ada® on distributed systems in which failure of processors has to be tolerated. We assume that tasks are the primary object of distribution, and that communication between tasks on separate processors will take place using the facilities of the Ada language. It would be possible to build a separate set of facilities for communication between processors, and to treat the software on each machine as a separate program. This is unnecessary and undesirable. In addition, the Ada language Reference Manual states specifically that a system consisting of communicating processors with private memories is suitable for executing an Ada program.","1939-3520","","10.1109/TSE.1987.233200","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1702255","Ada;distributed systems;fault tolerance;highly reliable systems;tolerance of processor failure","Fault tolerant systems;Hardware;Application software;Protocols;Embedded software;Aerospace electronics;Costs;Computer displays;Actuators;Microprocessors","","Ada;distributed systems;fault tolerance;highly reliable systems;tolerance of processor failure","","20","","14","IEEE","18 Sep 2006","","","IEEE","IEEE Journals"
"A distributed VLSI architecture for efficient signal and data processing","J. -L. Gaudiot; R. W. Vedder; G. K. Tucker; D. Finn; M. L. Campbell","Department of Electrical Engineering-Systems, University of Southern California, Los Angeles, CA, USA; VLSI Systems Department, Electro-Optical and Data Systems Group, Hughes Aircraft Company, El Segundo, CA, USA; VLSI Systems Department, Electro-Optical and Data Systems Group, Hughes Aircraft Company, El Segundo, CA, USA; VLSI Systems Department, Electro-Optical and Data Systems Group, Hughes Aircraft Company, El Segundo, CA, USA; VLSI Systems Department, Electro-Optical and Data Systems Group, Hughes Aircraft Company, El Segundo, CA, USA","IEEE Transactions on Computers","25 Sep 2012","1985","C-34","12","1072","1087","The machine described, the Hughes Data-Flow Multiprocessor (HDFM), is a high-performance, scalable, fault-tolerant, highly programmable multicomputer designed for embedded signal and data processing applications. The architecture of the machine is described in detail, and the influences on the final design of various requirements such as weight, size, power consumption, performance level and reliability are shown. The processing elements have been designed to reduce the number of VLSI component types required and for modularity of the physical system. The modular nature of the architecture allows a range of throughput and reliability requirements to be met. The model of execution, derived from original data-flow principles, is presented, as well as the various software tools which give the system its high-level language programmability. Complex constructs (such as large structure handling) are demonstrated. The results of a deterministic simulation of the machine show that a 64-processing-element machine may provide real throughput of 64 million instructions per second (MIPS).","1557-9956","","10.1109/TC.1985.6312207","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6312207","Allocation;asynchronous execution;data-flow multiprocessor;distributed computing;multiprocessor architecture;signal and data processor","High level languages;Very large scale integration;Computer architecture;Hardware;Software;Parallel processing;Throughput","computer architecture;computerised signal processing;distributed processing;parallel processing;signal processing equipment;VLSI","signal processor;scalable multiprocessor;fault-tolerant computer;embedded computer;distributed VLSI architecture;Hughes Data-Flow Multiprocessor;programmable multicomputer;weight;size;power consumption;performance level;reliability;modularity;data-flow principles","","15","","","IEEE","25 Sep 2012","","","IEEE","IEEE Journals"
"PROUST: Knowledge-Based Program Understanding","W. L. Johnson; E. Soloway","Department of Computer Science, Yale University, New Heaven, CT, USA; Department of Computer Science, Yale University, New Heaven, CT, USA","IEEE Transactions on Software Engineering","18 Sep 2006","1985","SE-11","3","267","275","This paper describes a program called PROUST which does on-line analysis and understanding of Pascal written by novice programmers. PROUST takes as input a program and a nonalgorithmic description of the program requirements, and finds the most likely mapping between the requirements and the code. This mapping is in essence a reconstruction of the design and implementation steps that the programmer went through in writing the program. A knowledge base of programming plans and strategies, together with common bugs associated with them, is used in constructing this mapping. Bugs are discovered in the process of relating plans to the code; PROUST can therefore give deep explanations of program bugs by relating the buggy code to its underlying intentions.","1939-3520","","10.1109/TSE.1985.232210","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1702003","Artificial inteiligence;program debugging;programmer training;program understanding","Programming profession;Computer bugs;Writing;Debugging;Personnel;Psychology;Computer science;Machinery;Reactive power","","Artificial inteiligence;program debugging;programmer training;program understanding","","163","","20","IEEE","18 Sep 2006","","","IEEE","IEEE Journals"
"TSO Attach: A multipurpose communication channel to IBM Database 2","K. R. Hammond; M. R. Zimowski","Santa Teresa Laboratory, IBM General Products Division, San Jose, CA; Santa Teresa Laboratory, IBM General Products Division, San Jose, CA","IBM Systems Journal","6 Apr 2010","1984","23","2","151","164","TSO Attach provides IBM Database 2 capabilities in a productive work environment that appears as a natural extension of the Time Sharing Option (TSO) and the Interactive System Productivity Facility (ISPF). It was designed and built with careful consideration for the varied and complex user group for which it was intended. Ease of use and ease of development and maintenance were among the significant factors in the design. These factors and others are addressed in this paper, which discusses the basic design decisions made in building the TSO Attachment Facility.","0018-8670","","10.1147/sj.232.0151","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5387771","","","","","","","","","","6 Apr 2010","","","IBM","IBM Journals"
"SLAN-4: A Language for the Specification and Design of Large Software Systems","F. Beichter; O. Herzog; H. Petzsch","IBM System Products Division, 7030 Boeblingen I, Federal Republic of Germany; IBM System Products Division, 7030 Boeblingen I, Federal Republic of Germany; Technical University of Aachen, Federal Republic of Germany","IBM Journal of Research and Development","6 Apr 2010","1983","27","6","558","576","The language SLAN-4 has been defined in view of the need for formal tools supporting the specification and design of large software systems. It offers its users language constructs for algebraic and axiomatic specifications as well as for design in pseudocode. One of its major design goals has been to ease subsequent refinements of a (given) specification. The user can start his development with an informal high-level specification which can be formalized and implemented at a later date by using lower-level concepts. This paper provides the formal definitions of the SLAN-4 language, discusses the design decisions, and presents examples for the use of the syntactic constructs.","0018-8646","","10.1147/rd.276.0558","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5390404","","","","","","7","","","","6 Apr 2010","","","IBM","IBM Journals"
"The process design system (PDS)","N. A. Vosbury","System Development Corporation, Huntsville, AL, USA","COMPSAC 79. Proceedings. Computer Software and The IEEE Computer Society's Third International Applications Conference, 1979.","10 Dec 2002","1979","","","374","379","PDS, which is designed to aid in the development of large processes, consists of three parts: Configuration Management Processor (CPIP), library system, and Process Design Language (PDL) compiler. CMP manages the outline description of the process; aids in documentation; and is the interface between user, library, and compiler. An important function is the staging of necessary or desired source code for the compiler. Only code that is affected by code changes is compiled. Since PDL is a nested scope language, this capability that enables separate compilation is essential. PDL is a language derived from Pascal. The extensions include tasking primitives; type extensions; COMMONs; array statements and expressions; improved looping, IFF, CASE, and WITH state ments; an ESCAPE statement; an ability to call foreign routines; internal routines; and the ability to restrict the use of variables of selected types to specified procedures.","","","10.1109/CMPSAC.1979.762521","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=762521","","Process design;Page description languages;Documentation;Libraries;Program processors;Computer aided software engineering;Data visualization;Testing;Energy management;Data structures","","","","3","","","IEEE","10 Dec 2002","","","IEEE","IEEE Conferences"
"ACS.1: An Experimental Automated Command Support System","M. C. Pease","Stanford Research Institute, Menlo Park, CA, USA","IEEE Transactions on Systems, Man, and Cybernetics","12 Nov 2007","1978","8","10","725","735","A laboratory system for studying the design of knowledge-based systems to support a manager in the development and execution of operational plans is described. The system, called ACS.1 for Automated Command Support, operates in the simulated environment of a naval air squadron, but the techniques used are believed applicable to a wide spectrum of environments requiring the planning of operations, the administration and monitoring of approved plans, and the retrospectrive analysis of completed operations. The development of ACS.1 has shown that the concept is feasible and has included the development of programming techniques to support it. The design of ACS.1 is predicated on the importance of system flexibility. This quality is considered essential to permit incremental growth of the system, to facilitate its adaptation to a changing environment or to new requirements, and to enable the manager to intervene in exceptional situations. Much of the design of ACS.1 was chosen to provide flexibility. As viewed from the top level, ACS.1 is highly modular, with coordination being achieved through a process of negotiation carried on via messages. The manager can intervene in this process in a central switching unit called the message handler. He can, for example, direct that certain messages be rerouted to new modules or to the terminal. This is a useful capability, facilitating the orderly incremental growth of the system, as well as permitting alteration of the system's behavior in preplanned ways to meet particular needs.","2168-2909","","10.1109/TSMC.1978.4309842","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4309842","","Humans;Control systems;Laboratories;Knowledge management;Knowledge based systems;Analytical models;Computerized monitoring;Environmental management;Quality management;System testing","","","","2","","11","IEEE","12 Nov 2007","","","IEEE","IEEE Journals"
"EASCON 1977","",,"IEEE Transactions on Aerospace and Electronic Systems","20 Feb 2007","1977","AES-13","6","722","732","Presents abstracts of papers that were presented at this conference.","1557-9603","","10.1109/TAES.1977.308517","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4101904","","","","","","","","","IEEE","20 Feb 2007","","","IEEE","IEEE Journals"
"Structured design","W. P. Stevens; G. J. Myers; L. L. Constantine",NA; NA; NA,"IBM Systems Journal","6 Apr 2010","1974","13","2","115","139","The HIPO Hierarchy chart is being used as an aid during general systems design. The considerations and techniques presented here are useful for evaluating alternatives for thos portions of the system that will be programmed on a computer. The charting technique used here depicts more details about the interfaces than the HIPO Hierarchy chart. This facilitates consideration during general program design of each individual connection and its associated passed parameters. The resulting design can be documented with the HIPO charts. (if the designer decides to have more than one function in any module, the structure chart should show them in the same block. However, the HIPO Hierarchy chart would still show all the functions in separate blocks.) The output of the general program design is the input for the detailed module design. The HIPO input-process-output chart is useful for describing and designing each module.","0018-8670","","10.1147/sj.132.0115","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5388187","","","","","","681","2","","","6 Apr 2010","","","IBM","IBM Journals"
"Self-Diagnosis and Self-Repair in Memory: An Integrated System Approach","S. A. Szygenda; M. J. Flynn","Computer Science/Operations Research Center, Institute of Technology, Southern Methodist University, Dallas, TX, USA; Department of Computer Science, Johns Hopkins University, Baltimore, MD, USA","IEEE Transactions on Reliability","25 Aug 2009","1973","R-22","1","2","12","This paper presents an integrated approach to the design of an ultrareliable memory system using a variety of coding and modularization techniques on each of the memory subsystem elements. The overall objective is to provide a properly operating memory system in spite of any single indigenous fault (regardless of the number of failures which might ensue). In other words, the system has the capability automatically to: (1) detect single faults and multiple failures, (2) mask failures to prevent malfunctions, without interrupting service, (3) isolate the fault to a replaceable module, and (4) reconfigure the faulty unit out of the system. The storage medium and retrieval circuits are checked and corrected by coding techniques. Some redundancy is used on the subunits, but the total redundancy is less than 20% of the system cost, and diagnostic software is eliminated.","1558-1721","","10.1109/TR.1973.5216015","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5216015","","Circuit faults;Redundancy;Solids;Costs;Hardware;Embedded software;Error correction codes;Fault detection;Intrusion detection;Failure analysis","","","","3","3","8","IEEE","25 Aug 2009","","","IEEE","IEEE Journals"
"Compiling Optimized Code from Decision Tables","H. J. Myers","IBM Systems Development Division laboratory, CA","IBM Journal of Research and Development","6 Apr 2010","1972","16","5","489","503","This paper reviews the structure of decision tables and methods for converting them into procedural code. It describes new optimization methods, which are applied before, during, and after code generation. Some results from an experimental decision table processor are provided.","0018-8646","","10.1147/rd.165.0489","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5391456","","","","","","6","2","","","6 Apr 2010","","","IBM","IBM Journals"
"Miniature Light Sources for Timing Signal Recording","M. A. Kerr","General Electric Co., Room 4337, Apollo Park, P.O. Box 2500, Daytona Beach, Fla. 32015","Journal of the SMPTE","19 Oct 2015","1968","77","3","210","214","Photooptical recording of timing signals on the edge of motion-picture films is a regular requirement on many cameras used by the aerospace industry. The recording consists of regularly spaced, fine-line timing marks, plus pulse-width modulated rectangular blocks which define discrete time codes at regular intervals. Several previous papers have defined the problems of using miniature neon or argon lamps to record timing signals. Some improvements in mechanical-optical packaging have been proposed. This paper presents neon lamp data on new types, standard vs. high brightness, more certain ionization and “keep alive” circuits, lamp current vs. life, and operating ranges. Improvement in optical efficiency of signal recording blocks is examined. Wider operating range and more reliable recording by use of new electroluminescent (EL) diodes is considered. Sample 16mm recordings at 4 to 600 frames/s are analyzed. Available EL diodes with visible range emission are listed.","0361-4573","","10.5594/J07028","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7264187","","","","","","4","","7","","19 Oct 2015","","","SMPTE","SMPTE Journals"
"Assembled Switchgear Designed by Computer II-A General Computer Method for Translating Functional and Descriptive Input into Parts Lists","H. B. Wortman; H. K. Gallimore; M. H. Waller; R. H. Davis","Westinghouse Electric Corporation, East Pittsburgh, PA, USA; Westinghouse Electric Corporation, East Pittsburgh, PA, USA; Westinghouse Electric Corporation, East Pittsburgh, PA, USA; Westinghouse Electric Corporation, East Pittsburgh, PA, USA","Transactions of the American Institute of Electrical Engineers. Part III: Power Apparatus and Systems","7 May 2008","1962","81","3","793","800","The problem of converting descriptive input into parts lists implies a common coding that will permit association of application demands with the required parts. A general method has been devised whereby parts and descriptive conditions are suitably coded and their patterns, developed according to the same definitions, are matched. This method has been used to translate metal-clad switchgear application descriptions into parts lists.","2379-6766","","10.1109/AIEEPAS.1962.4501424","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4501424","","Assembly;Switchgear;Production;Manufacturing;Computer peripherals;Costs;Job design;Logic;Engineering drawings;Design engineering","","","","","","","IEEE","7 May 2008","","","IEEE","IEEE Journals"
